Round, Object 1, Object 2, Distance, x1, x2, y1, y2
21,3,9,4.779318143734527,73.44996908155005,76.83992173901858,32.6299817547467,35.998973131873115
22,3,9,4.442199771870434,81.08233274466559,84.23522755106396,36.176531909485945,39.305811883056855
23,3,9,4.1612410613656605,89.44603753120708,92.40156111014282,40.04555386822813,42.97485541384451
24,3,9,3.931197717718641,98.61838057548609,101.41193180514908,44.27287112857963,47.03880442912117
33,1,8,4.33528994104286,19.198161254567047,23.533218087069507,0.3319892997522659,0.37694630010978725
34,1,8,4.0810970413634875,21.46024303819222,25.541120010755733,0.36710208969757196,0.4094836402434361
34,0,4,4.796307086051381,3.2000000000000055,3.0428019462936264,68.5000000000002,63.70626967429167
35,1,8,3.875682658147913,23.911481622516327,27.786961862609353,0.40536586091571397,0.4449761539842317
35,0,4,4.317876904902013,3.5042801946293682,3.361460580060644,74.87062696742936,70.5551126847997
36,1,8,3.7134256411420563,26.576130551891946,30.289380473969693,0.44714929148172095,0.4832741926013029
36,3,9,3.565045951845302,-2.0652755945083037,1.4955437327583656,100.19084077935298,100.3643871919714
36,0,4,3.888355771715968,3.8404262526354325,3.710957242947437,81.92613823590933,78.03993850056797
37,3,9,3.3558144169141646,-2.0511371675861994,1.2993501786549997,90.15520921217217,90.34421964428257
37,1,8,3.588966783242423,29.480793920931507,33.06961407897601,0.49272802264873383,0.5251694226016123
37,0,4,3.5023081254097637,4.211521976930176,4.095410521358643,89.73013208596613,86.22974920188098
37,0,9,2.976213720811784,4.211521976930176,1.2993501786549997,89.73013208596613,90.34421964428257
37,4,9,4.9746176196202665,4.095410521358643,1.2993501786549997,86.22974920188098,90.34421964428257
38,1,8,3.520422731026355,32.654671859717084,36.17506265767898,0.5423900334276184,0.5573845241582729
38,3,9,3.834450081548887,-2.100123496078619,1.7276022639132758,99.19933083664216,98.97234419786194
38,0,4,3.518414208434173,4.341456994795676,4.251936554287085,98.7645540503944,95.24727887878177
38,0,9,2.6221009323710045,4.341456994795676,1.7276022639132758,98.7645540503944,98.97234419786194
38,4,9,4.499819467597663,4.251936554287085,1.7276022639132758,95.24727887878177,98.97234419786194
39,1,8,3.468084081169309,36.13369004739837,39.60177401515169,0.5958354311270463,0.5949484856151729
39,3,9,4.2483927931506855,-2.069580936299609,2.1313997999264442,109.12037991755037,108.48744850045031
39,0,4,3.5336109128874718,4.514217221187003,4.4501960756011645,108.6617884701806,105.12875756505179
39,0,9,2.3891867419915878,4.514217221187003,2.1313997999264442,108.6617884701806,108.48744850045031
39,4,9,4.081374886923669,4.4501960756011645,2.1313997999264442,105.12875756505179,108.48744850045031
40,3,9,4.51301502484666,-1.975184424461167,2.529033334177758,98.26161625644423,97.97996576868779
40,1,8,3.4284180041864434,39.95092453647689,43.37930658278021,0.6535186301352356,0.6378165278932421
40,0,4,3.5282773621457943,4.727357201179648,4.687907974208787,97.81304362013557,94.2849868033139
40,0,9,2.2046520877243716,4.727357201179648,2.529033334177758,97.81304362013557,97.97996576868779
40,4,9,4.2794402982077715,4.687907974208787,2.529033334177758,94.2849868033139,97.97996576868779
41,3,9,4.816513195790593,-1.830830202264188,2.9376859095522785,108.0801795564369,107.40190715056174
